experiment,instrument,family,is_selected_family,threshold,n,accuracy,precision,recall,f1,avg_precision,brier,log_loss,roc_auc,tn,fp,fn,tp
+ trend_scanning,gc1s,hist_gradient_boosting,0,0.65,24.0,0.5416666666666666,0.55,0.8461538461538461,0.6666666666666666,0.8210590134503178,0.2894229436539288,0.8603574849469301,0.7482517482517482,2.0,9.0,2.0,11.0
+ trend_scanning,gc1s,hist_gradient_boosting,0,0.7,24.0,0.7083333333333334,0.6875,0.8461538461538461,0.7586206896551724,0.8210590134503178,0.2894229436539288,0.8603574849469301,0.7482517482517482,6.0,5.0,2.0,11.0
+ trend_scanning,gc1s,adaboost,1,0.5,24.0,0.5416666666666666,0.5416666666666666,1.0,0.7027027027027027,0.818065268065268,0.2531223476646414,0.6989172768055378,0.8216783216783217,0.0,11.0,0.0,13.0
+ trend_scanning,gc1s,adaboost,1,0.55,24.0,0.5416666666666666,0.5416666666666666,1.0,0.7027027027027027,0.818065268065268,0.2531223476646414,0.6989172768055378,0.8216783216783217,0.0,11.0,0.0,13.0
+ trend_scanning,gc1s,adaboost,1,0.6,24.0,0.6666666666666666,0.6190476190476191,1.0,0.7647058823529411,0.818065268065268,0.2531223476646414,0.6989172768055378,0.8216783216783217,3.0,8.0,0.0,13.0
+ trend_scanning,gc1s,adaboost,1,0.65,24.0,0.7083333333333334,0.65,1.0,0.7878787878787878,0.818065268065268,0.2531223476646414,0.6989172768055378,0.8216783216783217,4.0,7.0,0.0,13.0
+ trend_scanning,gc1s,adaboost,1,0.7,24.0,0.7083333333333334,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.818065268065268,0.2531223476646414,0.6989172768055378,0.8216783216783217,5.0,6.0,1.0,12.0
+ trend_scanning,gc1s,mlp,0,0.5,24.0,0.7083333333333334,0.75,0.6923076923076923,0.72,0.7458501465854407,0.21228389456294172,0.6137990756916093,0.7342657342657343,8.0,3.0,4.0,9.0
+ trend_scanning,gc1s,mlp,0,0.55,24.0,0.6666666666666666,0.7777777777777778,0.5384615384615384,0.6363636363636364,0.7458501465854407,0.21228389456294172,0.6137990756916093,0.7342657342657343,9.0,2.0,6.0,7.0
+ trend_scanning,gc1s,mlp,0,0.6,24.0,0.6666666666666666,0.7777777777777778,0.5384615384615384,0.6363636363636364,0.7458501465854407,0.21228389456294172,0.6137990756916093,0.7342657342657343,9.0,2.0,6.0,7.0
+ trend_scanning,gc1s,mlp,0,0.65,24.0,0.5833333333333334,0.7142857142857143,0.38461538461538464,0.5,0.7458501465854407,0.21228389456294172,0.6137990756916093,0.7342657342657343,9.0,2.0,8.0,5.0
+ trend_scanning,gc1s,mlp,0,0.7,24.0,0.5,0.6,0.23076923076923078,0.3333333333333333,0.7458501465854407,0.21228389456294172,0.6137990756916093,0.7342657342657343,9.0,2.0,10.0,3.0
+ trend_scanning,si1s,logistic,1,0.5,114.0,0.5175438596491229,0.47368421052631576,0.33962264150943394,0.3956043956043956,0.47565312679382654,0.3162579524721428,0.880857847547979,0.4877822455923292,41.0,20.0,35.0,18.0
+ trend_scanning,si1s,logistic,1,0.55,114.0,0.49122807017543857,0.42424242424242425,0.2641509433962264,0.32558139534883723,0.47565312679382654,0.3162579524721428,0.880857847547979,0.4877822455923292,42.0,19.0,39.0,14.0
+ trend_scanning,si1s,logistic,1,0.6,114.0,0.4824561403508772,0.39285714285714285,0.20754716981132076,0.2716049382716049,0.47565312679382654,0.3162579524721428,0.880857847547979,0.4877822455923292,44.0,17.0,42.0,11.0
+ trend_scanning,si1s,logistic,1,0.65,114.0,0.49122807017543857,0.4074074074074074,0.20754716981132076,0.275,0.47565312679382654,0.3162579524721428,0.880857847547979,0.4877822455923292,45.0,16.0,42.0,11.0
+ trend_scanning,si1s,logistic,1,0.7,114.0,0.5,0.4,0.1509433962264151,0.2191780821917808,0.47565312679382654,0.3162579524721428,0.880857847547979,0.4877822455923292,49.0,12.0,45.0,8.0
+ trend_scanning,si1s,random_forest,0,0.5,114.0,0.5350877192982456,0.5,0.660377358490566,0.5691056910569106,0.5797525410120806,0.24826834888596086,0.6895186823597904,0.554593257036808,26.0,35.0,18.0,35.0
+ trend_scanning,si1s,random_forest,0,0.55,114.0,0.5526315789473685,0.5294117647058824,0.33962264150943394,0.41379310344827586,0.5797525410120806,0.24826834888596086,0.6895186823597904,0.554593257036808,45.0,16.0,35.0,18.0
+ trend_scanning,si1s,random_forest,0,0.6,114.0,0.5614035087719298,0.7142857142857143,0.09433962264150944,0.16666666666666666,0.5797525410120806,0.24826834888596086,0.6895186823597904,0.554593257036808,59.0,2.0,48.0,5.0
+ trend_scanning,si1s,random_forest,0,0.65,114.0,0.543859649122807,1.0,0.018867924528301886,0.037037037037037035,0.5797525410120806,0.24826834888596086,0.6895186823597904,0.554593257036808,61.0,0.0,52.0,1.0
+ trend_scanning,si1s,random_forest,0,0.7,114.0,0.5350877192982456,0.0,0.0,0.0,0.5797525410120806,0.24826834888596086,0.6895186823597904,0.554593257036808,61.0,0.0,53.0,0.0
+ trend_scanning,si1s,extra_trees,0,0.5,114.0,0.5,0.46551724137931033,0.5094339622641509,0.4864864864864865,0.5383152725941172,0.24876661195186112,0.6901139946444559,0.5283018867924529,30.0,31.0,26.0,27.0
+ trend_scanning,si1s,extra_trees,0,0.55,114.0,0.5263157894736842,0.48484848484848486,0.3018867924528302,0.37209302325581395,0.5383152725941172,0.24876661195186112,0.6901139946444559,0.5283018867924529,44.0,17.0,37.0,16.0
+ trend_scanning,si1s,extra_trees,0,0.6,114.0,0.5701754385964912,0.6666666666666666,0.1509433962264151,0.24615384615384617,0.5383152725941172,0.24876661195186112,0.6901139946444559,0.5283018867924529,57.0,4.0,45.0,8.0
+ trend_scanning,si1s,extra_trees,0,0.65,114.0,0.5789473684210527,1.0,0.09433962264150944,0.1724137931034483,0.5383152725941172,0.24876661195186112,0.6901139946444559,0.5283018867924529,61.0,0.0,48.0,5.0
+ trend_scanning,si1s,extra_trees,0,0.7,114.0,0.5350877192982456,0.0,0.0,0.0,0.5383152725941172,0.24876661195186112,0.6901139946444559,0.5283018867924529,61.0,0.0,53.0,0.0
+ trend_scanning,si1s,hist_gradient_boosting,0,0.5,114.0,0.5701754385964912,0.5416666666666666,0.49056603773584906,0.5148514851485149,0.5452655973961165,0.29536804206504735,0.8459040625817834,0.5620167027528611,39.0,22.0,27.0,26.0
+ trend_scanning,si1s,hist_gradient_boosting,0,0.55,114.0,0.5614035087719298,0.5365853658536586,0.41509433962264153,0.46808510638297873,0.5452655973961165,0.29536804206504735,0.8459040625817834,0.5620167027528611,42.0,19.0,31.0,22.0
+ trend_scanning,si1s,hist_gradient_boosting,0,0.6,114.0,0.5614035087719298,0.5405405405405406,0.37735849056603776,0.4444444444444444,0.5452655973961165,0.29536804206504735,0.8459040625817834,0.5620167027528611,44.0,17.0,33.0,20.0
+ trend_scanning,si1s,hist_gradient_boosting,0,0.65,114.0,0.543859649122807,0.5161290322580645,0.3018867924528302,0.38095238095238093,0.5452655973961165,0.29536804206504735,0.8459040625817834,0.5620167027528611,46.0,15.0,37.0,16.0
+ trend_scanning,si1s,hist_gradient_boosting,0,0.7,114.0,0.543859649122807,0.5185185185185185,0.2641509433962264,0.35,0.5452655973961165,0.29536804206504735,0.8459040625817834,0.5620167027528611,48.0,13.0,39.0,14.0
+ trend_scanning,si1s,adaboost,0,0.5,114.0,0.5,0.47560975609756095,0.7358490566037735,0.5777777777777777,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,18.0,43.0,14.0,39.0
+ trend_scanning,si1s,adaboost,0,0.55,114.0,0.6140350877192983,0.576271186440678,0.6415094339622641,0.6071428571428571,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,36.0,25.0,19.0,34.0
+ trend_scanning,si1s,adaboost,0,0.6,114.0,0.631578947368421,0.6122448979591837,0.5660377358490566,0.5882352941176471,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,42.0,19.0,23.0,30.0
+ trend_scanning,si1s,adaboost,0,0.65,114.0,0.6491228070175439,0.6585365853658537,0.5094339622641509,0.574468085106383,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,47.0,14.0,26.0,27.0
+ trend_scanning,si1s,adaboost,0,0.7,114.0,0.5701754385964912,0.6428571428571429,0.16981132075471697,0.26865671641791045,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,56.0,5.0,44.0,9.0
+ trend_scanning,si1s,mlp,0,0.5,114.0,0.543859649122807,0.5142857142857142,0.33962264150943394,0.4090909090909091,0.5115707689725635,0.2851766984497787,0.7858940641527185,0.5193318898855552,44.0,17.0,35.0,18.0
+ trend_scanning,si1s,mlp,0,0.55,114.0,0.5526315789473685,0.5333333333333333,0.3018867924528302,0.3855421686746988,0.5115707689725635,0.2851766984497787,0.7858940641527185,0.5193318898855552,47.0,14.0,37.0,16.0
+ trend_scanning,si1s,mlp,0,0.6,114.0,0.5175438596491229,0.45,0.16981132075471697,0.2465753424657534,0.5115707689725635,0.2851766984497787,0.7858940641527185,0.5193318898855552,50.0,11.0,44.0,9.0
+ trend_scanning,si1s,mlp,0,0.65,114.0,0.5175438596491229,0.42857142857142855,0.11320754716981132,0.1791044776119403,0.5115707689725635,0.2851766984497787,0.7858940641527185,0.5193318898855552,53.0,8.0,47.0,6.0
+ trend_scanning,si1s,mlp,0,0.7,114.0,0.5350877192982456,0.5,0.09433962264150944,0.15873015873015872,0.5115707689725635,0.2851766984497787,0.7858940641527185,0.5193318898855552,56.0,5.0,48.0,5.0
+ trend_scanning,hg1s,logistic,0,0.5,118.0,0.5338983050847458,0.6071428571428571,0.5074626865671642,0.5528455284552846,0.6570898486646742,0.27339629442918506,0.7573749723925677,0.5621890547263683,29.0,22.0,33.0,34.0
+ trend_scanning,hg1s,logistic,0,0.55,118.0,0.4915254237288136,0.5813953488372093,0.373134328358209,0.45454545454545453,0.6570898486646742,0.27339629442918506,0.7573749723925677,0.5621890547263683,33.0,18.0,42.0,25.0
+ trend_scanning,hg1s,logistic,0,0.6,118.0,0.4915254237288136,0.5945945945945946,0.3283582089552239,0.4230769230769231,0.6570898486646742,0.27339629442918506,0.7573749723925677,0.5621890547263683,36.0,15.0,45.0,22.0
+ trend_scanning,hg1s,logistic,0,0.65,118.0,0.5,0.6333333333333333,0.2835820895522388,0.3917525773195876,0.6570898486646742,0.27339629442918506,0.7573749723925677,0.5621890547263683,40.0,11.0,48.0,19.0
+ trend_scanning,hg1s,logistic,0,0.7,118.0,0.5,0.6818181818181818,0.22388059701492538,0.33707865168539325,0.6570898486646742,0.27339629442918506,0.7573749723925677,0.5621890547263683,44.0,7.0,52.0,15.0
+ trend_scanning,hg1s,random_forest,0,0.5,118.0,0.576271186440678,0.6103896103896104,0.7014925373134329,0.6527777777777778,0.6941200797240625,0.24372439520814276,0.6807777042234403,0.5952589991220368,21.0,30.0,20.0,47.0
+ trend_scanning,hg1s,random_forest,0,0.55,118.0,0.559322033898305,0.6470588235294118,0.4925373134328358,0.559322033898305,0.6941200797240625,0.24372439520814276,0.6807777042234403,0.5952589991220368,33.0,18.0,34.0,33.0
+ trend_scanning,hg1s,random_forest,0,0.6,118.0,0.5,0.7222222222222222,0.19402985074626866,0.3058823529411765,0.6941200797240625,0.24372439520814276,0.6807777042234403,0.5952589991220368,46.0,5.0,54.0,13.0
+ trend_scanning,hg1s,random_forest,0,0.65,118.0,0.4406779661016949,1.0,0.014925373134328358,0.029411764705882353,0.6941200797240625,0.24372439520814276,0.6807777042234403,0.5952589991220368,51.0,0.0,66.0,1.0
+ trend_scanning,hg1s,random_forest,0,0.7,118.0,0.4322033898305085,0.0,0.0,0.0,0.6941200797240625,0.24372439520814276,0.6807777042234403,0.5952589991220368,51.0,0.0,67.0,0.0
+ trend_scanning,hg1s,extra_trees,0,0.5,118.0,0.5169491525423728,0.5625,0.6716417910447762,0.6122448979591837,0.5113465107106034,0.26275165765699937,0.7202391137934724,0.4430787240269241,16.0,35.0,22.0,45.0
+ trend_scanning,hg1s,extra_trees,0,0.55,118.0,0.4491525423728814,0.5185185185185185,0.417910447761194,0.4628099173553719,0.5113465107106034,0.26275165765699937,0.7202391137934724,0.4430787240269241,25.0,26.0,39.0,28.0
+ trend_scanning,hg1s,extra_trees,0,0.6,118.0,0.4406779661016949,0.5116279069767442,0.3283582089552239,0.4,0.5113465107106034,0.26275165765699937,0.7202391137934724,0.4430787240269241,30.0,21.0,45.0,22.0
+ trend_scanning,hg1s,extra_trees,0,0.65,118.0,0.3813559322033898,0.2857142857142857,0.05970149253731343,0.09876543209876543,0.5113465107106034,0.26275165765699937,0.7202391137934724,0.4430787240269241,41.0,10.0,63.0,4.0
+ trend_scanning,hg1s,extra_trees,0,0.7,118.0,0.423728813559322,0.0,0.0,0.0,0.5113465107106034,0.26275165765699937,0.7202391137934724,0.4430787240269241,50.0,1.0,67.0,0.0
+ trend_scanning,hg1s,hist_gradient_boosting,0,0.5,118.0,0.559322033898305,0.5949367088607594,0.7014925373134329,0.6438356164383562,0.6394597165003884,0.24904429920684665,0.6913702208599377,0.5507755340942347,19.0,32.0,20.0,47.0
+ trend_scanning,hg1s,hist_gradient_boosting,0,0.55,118.0,0.5084745762711864,0.5714285714285714,0.5373134328358209,0.5538461538461539,0.6394597165003884,0.24904429920684665,0.6913702208599377,0.5507755340942347,24.0,27.0,31.0,36.0
+ trend_scanning,hg1s,hist_gradient_boosting,0,0.6,118.0,0.5254237288135594,0.6170212765957447,0.43283582089552236,0.5087719298245614,0.6394597165003884,0.24904429920684665,0.6913702208599377,0.5507755340942347,33.0,18.0,38.0,29.0
+ trend_scanning,hg1s,hist_gradient_boosting,0,0.65,118.0,0.5084745762711864,0.6363636363636364,0.31343283582089554,0.42,0.6394597165003884,0.24904429920684665,0.6913702208599377,0.5507755340942347,39.0,12.0,46.0,21.0
+ trend_scanning,hg1s,hist_gradient_boosting,0,0.7,118.0,0.4830508474576271,0.875,0.1044776119402985,0.18666666666666668,0.6394597165003884,0.24904429920684665,0.6913702208599377,0.5507755340942347,50.0,1.0,60.0,7.0
+ trend_scanning,hg1s,adaboost,0,0.5,118.0,0.559322033898305,0.5773195876288659,0.835820895522388,0.6829268292682927,0.7490847366896406,0.23595185977139105,0.6646461128875004,0.6627158326016974,10.0,41.0,11.0,56.0
+ trend_scanning,hg1s,adaboost,0,0.55,118.0,0.576271186440678,0.6164383561643836,0.6716417910447762,0.6428571428571429,0.7490847366896406,0.23595185977139105,0.6646461128875004,0.6627158326016974,23.0,28.0,22.0,45.0
+ trend_scanning,hg1s,adaboost,0,0.6,118.0,0.5847457627118644,0.8214285714285714,0.34328358208955223,0.4842105263157895,0.7490847366896406,0.23595185977139105,0.6646461128875004,0.6627158326016974,46.0,5.0,44.0,23.0
+ trend_scanning,hg1s,adaboost,0,0.65,118.0,0.5677966101694916,0.8636363636363636,0.2835820895522388,0.42696629213483145,0.7490847366896406,0.23595185977139105,0.6646461128875004,0.6627158326016974,48.0,3.0,48.0,19.0
+ trend_scanning,hg1s,adaboost,0,0.7,118.0,0.5,0.9,0.13432835820895522,0.23376623376623376,0.7490847366896406,0.23595185977139105,0.6646461128875004,0.6627158326016974,50.0,1.0,58.0,9.0
+ trend_scanning,hg1s,mlp,1,0.5,118.0,0.559322033898305,0.5949367088607594,0.7014925373134329,0.6438356164383562,0.6696010412152384,0.2877796825398286,0.8196988258322848,0.5692127597307579,19.0,32.0,20.0,47.0
+ trend_scanning,hg1s,mlp,1,0.55,118.0,0.5677966101694916,0.6111111111111112,0.6567164179104478,0.6330935251798561,0.6696010412152384,0.2877796825398286,0.8196988258322848,0.5692127597307579,23.0,28.0,23.0,44.0
+ trend_scanning,hg1s,mlp,1,0.6,118.0,0.576271186440678,0.6268656716417911,0.6268656716417911,0.6268656716417911,0.6696010412152384,0.2877796825398286,0.8196988258322848,0.5692127597307579,26.0,25.0,25.0,42.0
+ trend_scanning,hg1s,mlp,1,0.65,118.0,0.5932203389830508,0.6727272727272727,0.5522388059701493,0.6065573770491803,0.6696010412152384,0.2877796825398286,0.8196988258322848,0.5692127597307579,33.0,18.0,30.0,37.0
+ trend_scanning,hg1s,mlp,1,0.7,118.0,0.5508474576271186,0.64,0.47761194029850745,0.5470085470085471,0.6696010412152384,0.2877796825398286,0.8196988258322848,0.5692127597307579,33.0,18.0,35.0,32.0
+ trend_scanning,pl1s,logistic,0,0.5,99.0,0.5050505050505051,0.75,0.2542372881355932,0.379746835443038,0.7169623057350902,0.3557954465436714,1.079567652350238,0.673728813559322,35.0,5.0,44.0,15.0
+ trend_scanning,pl1s,logistic,0,0.55,99.0,0.5050505050505051,0.75,0.2542372881355932,0.379746835443038,0.7169623057350902,0.3557954465436714,1.079567652350238,0.673728813559322,35.0,5.0,44.0,15.0
+ trend_scanning,pl1s,logistic,0,0.6,99.0,0.47474747474747475,0.7058823529411765,0.2033898305084746,0.3157894736842105,0.7169623057350902,0.3557954465436714,1.079567652350238,0.673728813559322,35.0,5.0,47.0,12.0
+ trend_scanning,pl1s,logistic,0,0.65,99.0,0.45454545454545453,0.6923076923076923,0.15254237288135594,0.25,0.7169623057350902,0.3557954465436714,1.079567652350238,0.673728813559322,36.0,4.0,50.0,9.0
+ trend_scanning,pl1s,logistic,0,0.7,99.0,0.4444444444444444,0.6666666666666666,0.13559322033898305,0.22535211267605634,0.7169623057350902,0.3557954465436714,1.079567652350238,0.673728813559322,36.0,4.0,51.0,8.0
+ trend_scanning,pl1s,random_forest,0,0.5,99.0,0.46464646464646464,0.5625,0.4576271186440678,0.5046728971962616,0.6110127190991933,0.2519499359920088,0.6970731832771744,0.5025423728813558,19.0,21.0,32.0,27.0
+ trend_scanning,pl1s,random_forest,0,0.55,99.0,0.47474747474747475,0.6521739130434783,0.2542372881355932,0.36585365853658536,0.6110127190991933,0.2519499359920088,0.6970731832771744,0.5025423728813558,32.0,8.0,44.0,15.0
+ trend_scanning,pl1s,random_forest,0,0.6,99.0,0.41414141414141414,0.6,0.05084745762711865,0.09375,0.6110127190991933,0.2519499359920088,0.6970731832771744,0.5025423728813558,38.0,2.0,56.0,3.0
+ trend_scanning,pl1s,random_forest,0,0.65,99.0,0.40404040404040403,0.0,0.0,0.0,0.6110127190991933,0.2519499359920088,0.6970731832771744,0.5025423728813558,40.0,0.0,59.0,0.0
+ trend_scanning,pl1s,random_forest,0,0.7,99.0,0.40404040404040403,0.0,0.0,0.0,0.6110127190991933,0.2519499359920088,0.6970731832771744,0.5025423728813558,40.0,0.0,59.0,0.0
+ trend_scanning,pl1s,extra_trees,1,0.5,99.0,0.45454545454545453,0.5490196078431373,0.4745762711864407,0.509090909090909,0.5521733831630198,0.2560379493862963,0.7052873188492889,0.4406779661016949,17.0,23.0,31.0,28.0
+ trend_scanning,pl1s,extra_trees,1,0.55,99.0,0.37373737373737376,0.2857142857142857,0.03389830508474576,0.06060606060606061,0.5521733831630198,0.2560379493862963,0.7052873188492889,0.4406779661016949,35.0,5.0,57.0,2.0
+ trend_scanning,pl1s,extra_trees,1,0.6,99.0,0.40404040404040403,0.0,0.0,0.0,0.5521733831630198,0.2560379493862963,0.7052873188492889,0.4406779661016949,40.0,0.0,59.0,0.0
+ trend_scanning,pl1s,extra_trees,1,0.65,99.0,0.40404040404040403,0.0,0.0,0.0,0.5521733831630198,0.2560379493862963,0.7052873188492889,0.4406779661016949,40.0,0.0,59.0,0.0
+ trend_scanning,pl1s,extra_trees,1,0.7,99.0,0.40404040404040403,0.0,0.0,0.0,0.5521733831630198,0.2560379493862963,0.7052873188492889,0.4406779661016949,40.0,0.0,59.0,0.0
+ trend_scanning,pl1s,hist_gradient_boosting,0,0.5,99.0,0.5050505050505051,0.6,0.5084745762711864,0.5504587155963303,0.671831100651794,0.2606786103944304,0.7167897377674589,0.5228813559322033,20.0,20.0,29.0,30.0
+ trend_scanning,pl1s,hist_gradient_boosting,0,0.55,99.0,0.47474747474747475,0.5945945945945946,0.3728813559322034,0.4583333333333333,0.671831100651794,0.2606786103944304,0.7167897377674589,0.5228813559322033,25.0,15.0,37.0,22.0
+ trend_scanning,pl1s,hist_gradient_boosting,0,0.6,99.0,0.5353535353535354,0.7241379310344828,0.3559322033898305,0.4772727272727273,0.671831100651794,0.2606786103944304,0.7167897377674589,0.5228813559322033,32.0,8.0,38.0,21.0
+ trend_scanning,pl1s,hist_gradient_boosting,0,0.65,99.0,0.5151515151515151,0.7894736842105263,0.2542372881355932,0.38461538461538464,0.671831100651794,0.2606786103944304,0.7167897377674589,0.5228813559322033,36.0,4.0,44.0,15.0
+ trend_scanning,pl1s,hist_gradient_boosting,0,0.7,99.0,0.47474747474747475,0.7692307692307693,0.1694915254237288,0.2777777777777778,0.671831100651794,0.2606786103944304,0.7167897377674589,0.5228813559322033,37.0,3.0,49.0,10.0
+ trend_scanning,pl1s,adaboost,0,0.5,99.0,0.5656565656565656,0.5909090909090909,0.8813559322033898,0.7074829931972789,0.5942053489071649,0.25395586619999594,0.7011316391788855,0.41906779661016946,4.0,36.0,7.0,52.0
+ trend_scanning,pl1s,adaboost,0,0.55,99.0,0.5353535353535354,0.5866666666666667,0.7457627118644068,0.6567164179104478,0.5942053489071649,0.25395586619999594,0.7011316391788855,0.41906779661016946,9.0,31.0,15.0,44.0
+ trend_scanning,pl1s,adaboost,0,0.6,99.0,0.4444444444444444,0.5434782608695652,0.423728813559322,0.47619047619047616,0.5942053489071649,0.25395586619999594,0.7011316391788855,0.41906779661016946,19.0,21.0,34.0,25.0
+ trend_scanning,pl1s,adaboost,0,0.65,99.0,0.3939393939393939,0.4666666666666667,0.11864406779661017,0.1891891891891892,0.5942053489071649,0.25395586619999594,0.7011316391788855,0.41906779661016946,32.0,8.0,52.0,7.0
+ trend_scanning,pl1s,adaboost,0,0.7,99.0,0.4444444444444444,1.0,0.06779661016949153,0.12698412698412698,0.5942053489071649,0.25395586619999594,0.7011316391788855,0.41906779661016946,40.0,0.0,55.0,4.0
+ trend_scanning,pl1s,mlp,0,0.5,99.0,0.45454545454545453,0.5806451612903226,0.3050847457627119,0.4,0.5844370674710077,0.28928108481277515,0.7789675060163125,0.5419491525423729,27.0,13.0,41.0,18.0
+ trend_scanning,pl1s,mlp,0,0.55,99.0,0.3838383838383838,0.45454545454545453,0.1694915254237288,0.24691358024691357,0.5844370674710077,0.28928108481277515,0.7789675060163125,0.5419491525423729,28.0,12.0,49.0,10.0
+ trend_scanning,pl1s,mlp,0,0.6,99.0,0.3838383838383838,0.42857142857142855,0.1016949152542373,0.1643835616438356,0.5844370674710077,0.28928108481277515,0.7789675060163125,0.5419491525423729,32.0,8.0,53.0,6.0
+ trend_scanning,pl1s,mlp,0,0.65,99.0,0.37373737373737376,0.2,0.01694915254237288,0.03125,0.5844370674710077,0.28928108481277515,0.7789675060163125,0.5419491525423729,36.0,4.0,58.0,1.0
+ trend_scanning,pl1s,mlp,0,0.7,99.0,0.3838383838383838,0.0,0.0,0.0,0.5844370674710077,0.28928108481277515,0.7789675060163125,0.5419491525423729,38.0,2.0,59.0,0.0
+ regime_interactions,es1s,logistic,0,0.5,115.0,0.391304347826087,0.4020618556701031,0.7647058823529411,0.527027027027027,0.4074782823620633,0.5775481044097794,2.7150560103626726,0.3982843137254902,6.0,58.0,12.0,39.0
+ regime_interactions,es1s,logistic,0,0.55,115.0,0.3826086956521739,0.3958333333333333,0.7450980392156863,0.5170068027210885,0.4074782823620633,0.5775481044097794,2.7150560103626726,0.3982843137254902,6.0,58.0,13.0,38.0
+ regime_interactions,es1s,logistic,0,0.6,115.0,0.3826086956521739,0.3958333333333333,0.7450980392156863,0.5170068027210885,0.4074782823620633,0.5775481044097794,2.7150560103626726,0.3982843137254902,6.0,58.0,13.0,38.0
+ regime_interactions,es1s,logistic,0,0.65,115.0,0.3739130434782609,0.3894736842105263,0.7254901960784313,0.5068493150684932,0.4074782823620633,0.5775481044097794,2.7150560103626726,0.3982843137254902,6.0,58.0,14.0,37.0
+ regime_interactions,es1s,logistic,0,0.7,115.0,0.3739130434782609,0.3894736842105263,0.7254901960784313,0.5068493150684932,0.4074782823620633,0.5775481044097794,2.7150560103626726,0.3982843137254902,6.0,58.0,14.0,37.0
+ regime_interactions,es1s,random_forest,0,0.5,115.0,0.3826086956521739,0.3979591836734694,0.7647058823529411,0.5234899328859061,0.3515468720680589,0.30984211893709956,0.8192714532436002,0.32199754901960786,5.0,59.0,12.0,39.0
+ regime_interactions,es1s,random_forest,0,0.55,115.0,0.3391304347826087,0.3563218390804598,0.6078431372549019,0.4492753623188406,0.3515468720680589,0.30984211893709956,0.8192714532436002,0.32199754901960786,8.0,56.0,20.0,31.0
+ regime_interactions,es1s,random_forest,0,0.6,115.0,0.3826086956521739,0.35294117647058826,0.47058823529411764,0.40336134453781514,0.3515468720680589,0.30984211893709956,0.8192714532436002,0.32199754901960786,20.0,44.0,27.0,24.0
+ regime_interactions,es1s,random_forest,0,0.65,115.0,0.4,0.275,0.21568627450980393,0.24175824175824176,0.3515468720680589,0.30984211893709956,0.8192714532436002,0.32199754901960786,35.0,29.0,40.0,11.0
+ regime_interactions,es1s,random_forest,0,0.7,115.0,0.5130434782608696,0.2222222222222222,0.0392156862745098,0.06666666666666667,0.3515468720680589,0.30984211893709956,0.8192714532436002,0.32199754901960786,57.0,7.0,49.0,2.0
+ regime_interactions,es1s,extra_trees,0,0.5,115.0,0.3565217391304348,0.37362637362637363,0.6666666666666666,0.4788732394366197,0.5258492125760899,0.28019439351491787,0.754312063559961,0.4837622549019608,7.0,57.0,17.0,34.0
+ regime_interactions,es1s,extra_trees,0,0.55,115.0,0.4,0.39285714285714285,0.6470588235294118,0.4888888888888889,0.5258492125760899,0.28019439351491787,0.754312063559961,0.4837622549019608,13.0,51.0,18.0,33.0
+ regime_interactions,es1s,extra_trees,0,0.6,115.0,0.5304347826086957,0.45714285714285713,0.3137254901960784,0.37209302325581395,0.5258492125760899,0.28019439351491787,0.754312063559961,0.4837622549019608,45.0,19.0,35.0,16.0
+ regime_interactions,es1s,extra_trees,0,0.65,115.0,0.5565217391304348,0.0,0.0,0.0,0.5258492125760899,0.28019439351491787,0.754312063559961,0.4837622549019608,64.0,0.0,51.0,0.0
+ regime_interactions,es1s,extra_trees,0,0.7,115.0,0.5565217391304348,0.0,0.0,0.0,0.5258492125760899,0.28019439351491787,0.754312063559961,0.4837622549019608,64.0,0.0,51.0,0.0
+ regime_interactions,es1s,hist_gradient_boosting,0,0.5,115.0,0.41739130434782606,0.4230769230769231,0.8627450980392157,0.567741935483871,0.3758677694931337,0.41696160300467533,1.1680614822024102,0.3707107843137255,4.0,60.0,7.0,44.0
+ regime_interactions,es1s,hist_gradient_boosting,0,0.55,115.0,0.43478260869565216,0.43137254901960786,0.8627450980392157,0.5751633986928104,0.3758677694931337,0.41696160300467533,1.1680614822024102,0.3707107843137255,6.0,58.0,7.0,44.0
+ regime_interactions,es1s,hist_gradient_boosting,0,0.6,115.0,0.40869565217391307,0.41414141414141414,0.803921568627451,0.5466666666666666,0.3758677694931337,0.41696160300467533,1.1680614822024102,0.3707107843137255,6.0,58.0,10.0,41.0
+ regime_interactions,es1s,hist_gradient_boosting,0,0.65,115.0,0.40869565217391307,0.4105263157894737,0.7647058823529411,0.5342465753424658,0.3758677694931337,0.41696160300467533,1.1680614822024102,0.3707107843137255,8.0,56.0,12.0,39.0
+ regime_interactions,es1s,hist_gradient_boosting,0,0.7,115.0,0.41739130434782606,0.4111111111111111,0.7254901960784313,0.524822695035461,0.3758677694931337,0.41696160300467533,1.1680614822024102,0.3707107843137255,11.0,53.0,14.0,37.0
