experiment,instrument,family,params,validation_threshold,selection_score,validation_n,validation_accuracy,validation_precision,validation_recall,validation_f1,validation_avg_precision,validation_brier,validation_log_loss,validation_roc_auc,validation_tn,validation_fp,validation_fn,validation_tp,validation_tuned_n,validation_tuned_threshold,validation_tuned_accuracy,validation_tuned_precision,validation_tuned_recall,validation_tuned_f1,validation_tuned_avg_precision,validation_tuned_brier,validation_tuned_log_loss,validation_tuned_roc_auc,validation_tuned_tn,validation_tuned_fp,validation_tuned_fn,validation_tuned_tp,n_train,n_validation,selected_family,is_selected
baseline + side_adjusted,rb1s,logistic,"{""C"": 0.1}",0.5,0.547945205479452,123.0,0.5284552845528455,0.631578947368421,0.4931506849315068,0.5538461538461539,0.6500878527818272,0.26552931085912534,0.7299666844952973,0.547945205479452,29.0,21.0,37.0,36.0,123.0,0.28,0.6016260162601627,0.6111111111111112,0.9041095890410958,0.7292817679558011,0.6500878527818272,0.26552931085912534,0.7299666844952973,0.547945205479452,8.0,42.0,7.0,66.0,372,123,random_forest,0
baseline + side_adjusted,rb1s,logistic,"{""C"": 1.0}",0.5,0.5054794520547945,123.0,0.42276422764227645,0.5238095238095238,0.3013698630136986,0.3826086956521739,0.6206731447611911,0.3517916377823112,1.011177315183281,0.5054794520547945,30.0,20.0,51.0,22.0,123.0,0.25,0.5447154471544715,0.6231884057971014,0.589041095890411,0.6056338028169014,0.6206731447611911,0.3517916377823112,1.011177315183281,0.5054794520547945,24.0,26.0,30.0,43.0,372,123,random_forest,0
baseline + side_adjusted,rb1s,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0.5,0.6572602739726028,123.0,0.5934959349593496,0.6949152542372882,0.5616438356164384,0.6212121212121212,0.7852668871570454,0.23432535968238613,0.6610199572135604,0.6572602739726028,32.0,18.0,32.0,41.0,123.0,0.33999999999999997,0.6016260162601627,0.5983606557377049,1.0,0.7487179487179487,0.7852668871570454,0.23432535968238613,0.6610199572135604,0.6572602739726028,1.0,49.0,0.0,73.0,372,123,random_forest,1
baseline + side_adjusted,rb1s,random_forest,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0.5,0.6454794520547945,123.0,0.5934959349593496,0.7169811320754716,0.5205479452054794,0.6031746031746031,0.7631965658033468,0.2429440021682063,0.6798493697154208,0.6454794520547945,35.0,15.0,35.0,38.0,123.0,0.27,0.6097560975609756,0.6068376068376068,0.9726027397260274,0.7473684210526316,0.7631965658033468,0.2429440021682063,0.6798493697154208,0.6454794520547945,4.0,46.0,2.0,71.0,372,123,random_forest,0
baseline + side_adjusted,rb1s,extra_trees,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0.5,0.5810958904109589,123.0,0.5609756097560976,0.5922330097087378,0.8356164383561644,0.6931818181818182,0.6438526696259217,0.2440635993361315,0.6812537123881405,0.5810958904109589,8.0,42.0,12.0,61.0,123.0,0.25,0.5934959349593496,0.5934959349593496,1.0,0.7448979591836735,0.6438526696259217,0.2440635993361315,0.6812537123881405,0.5810958904109589,0.0,50.0,0.0,73.0,372,123,random_forest,0
baseline + side_adjusted,rb1s,extra_trees,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0.5,0.630958904109589,123.0,0.6097560975609756,0.6470588235294118,0.7534246575342466,0.6962025316455697,0.7238647928840358,0.23711117985190724,0.6672065357315741,0.630958904109589,20.0,30.0,18.0,55.0,123.0,0.4,0.6178861788617886,0.6101694915254238,0.9863013698630136,0.7539267015706806,0.7238647928840358,0.23711117985190724,0.6672065357315741,0.630958904109589,4.0,46.0,1.0,72.0,372,123,random_forest,0
baseline + side_adjusted,rb1s,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_iter"": 120, ""max_leaf_nodes"": 7}",0.5,0.616986301369863,123.0,0.5121951219512195,0.696969696969697,0.3150684931506849,0.4339622641509434,0.7308507747276818,0.2871747062566664,0.7916372974956255,0.616986301369863,40.0,10.0,50.0,23.0,123.0,0.25,0.5609756097560976,0.6233766233766234,0.6575342465753424,0.64,0.7308507747276818,0.2871747062566664,0.7916372974956255,0.616986301369863,21.0,29.0,25.0,48.0,372,123,random_forest,0
baseline + side_adjusted,rb1s,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 120, ""max_leaf_nodes"": 15}",0.5,0.6197260273972602,123.0,0.5203252032520326,0.6842105263157895,0.3561643835616438,0.46846846846846846,0.7159177895619867,0.3089668889857335,0.8986023822477848,0.6197260273972602,38.0,12.0,47.0,26.0,123.0,0.25,0.5934959349593496,0.6825396825396826,0.589041095890411,0.6323529411764706,0.7159177895619867,0.3089668889857335,0.8986023822477848,0.6197260273972602,30.0,20.0,30.0,43.0,372,123,random_forest,0
baseline + side_adjusted,rb1s,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0.5,0.5815068493150686,123.0,0.5121951219512195,1.0,0.1780821917808219,0.3023255813953488,0.7207492710416856,0.2544664577990961,0.7038566249590323,0.5815068493150686,50.0,0.0,60.0,13.0,123.0,0.25,0.5853658536585366,0.5948275862068966,0.9452054794520548,0.7301587301587301,0.7207492710416856,0.2544664577990961,0.7038566249590323,0.5815068493150686,3.0,47.0,4.0,69.0,372,123,random_forest,0
baseline + side_adjusted,rb1s,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0.5,0.6041095890410959,123.0,0.5609756097560976,0.6338028169014085,0.6164383561643836,0.625,0.7406314668216953,0.25218138368013737,0.7035172003975395,0.6041095890410959,24.0,26.0,28.0,45.0,123.0,0.25,0.5609756097560976,0.5855855855855856,0.8904109589041096,0.7065217391304348,0.7406314668216953,0.25218138368013737,0.7035172003975395,0.6041095890410959,4.0,46.0,8.0,65.0,372,123,random_forest,0
baseline + side_adjusted,ng1s,logistic,"{""C"": 0.3}",0.5,0.7093333333333334,40.0,0.625,0.625,1.0,0.7692307692307693,0.8395424720774972,0.32233391864753413,1.0347811298751697,0.7093333333333334,0.0,15.0,0.0,25.0,40.0,0.25,0.625,0.625,1.0,0.7692307692307693,0.8395424720774972,0.32233391864753413,1.0347811298751697,0.7093333333333334,0.0,15.0,0.0,25.0,28,40,logistic,1
baseline + side_adjusted,ng1s,logistic,"{""C"": 1.0}",0.5,0.648,40.0,0.625,0.625,1.0,0.7692307692307693,0.7997838271286547,0.3564597736535523,1.5090263522748673,0.648,0.0,15.0,0.0,25.0,40.0,0.25,0.625,0.625,1.0,0.7692307692307693,0.7997838271286547,0.3564597736535523,1.5090263522748673,0.648,0.0,15.0,0.0,25.0,28,40,logistic,0
baseline + side_adjusted,ng1s,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 250}",0.5,0.5653333333333334,40.0,0.625,0.625,1.0,0.7692307692307693,0.7564564004416979,0.23019732463652898,0.6518478169644718,0.5653333333333334,0.0,15.0,0.0,25.0,40.0,0.56,0.675,0.6666666666666666,0.96,0.7868852459016393,0.7564564004416979,0.23019732463652898,0.6518478169644718,0.5653333333333334,3.0,12.0,1.0,24.0,28,40,logistic,0
baseline + side_adjusted,ng1s,extra_trees,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 250}",0.5,0.4746666666666667,40.0,0.6,0.6153846153846154,0.96,0.75,0.6791312995004946,0.23888610313818068,0.6705318302995893,0.4746666666666667,0.0,15.0,1.0,24.0,40.0,0.25,0.625,0.625,1.0,0.7692307692307693,0.6791312995004946,0.23888610313818068,0.6705318302995893,0.4746666666666667,0.0,15.0,0.0,25.0,28,40,logistic,0
baseline + side_adjusted,ng1s,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 80, ""max_leaf_nodes"": 7}",0.5,0.5,40.0,0.625,0.625,1.0,0.7692307692307693,0.625,0.24234693877551022,0.6800812610740211,0.5,0.0,15.0,0.0,25.0,40.0,0.25,0.625,0.625,1.0,0.7692307692307693,0.625,0.24234693877551022,0.6800812610740211,0.5,0.0,15.0,0.0,25.0,28,40,logistic,0
baseline + side_adjusted,ng1s,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 80}",0.5,0.62,40.0,0.625,0.625,1.0,0.7692307692307693,0.7715584415584416,0.2438385761350021,0.6846937418291755,0.62,0.0,15.0,0.0,25.0,40.0,0.25,0.625,0.625,1.0,0.7692307692307693,0.7715584415584416,0.2438385761350021,0.6846937418291755,0.62,0.0,15.0,0.0,25.0,28,40,logistic,0
baseline + side_adjusted,ng1s,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [16], ""learning_rate_init"": 0.001}",0.5,0.4,40.0,0.35,0.4666666666666667,0.28,0.35,0.5875422302259996,0.3984700088878605,1.095042140489943,0.4,7.0,8.0,18.0,7.0,40.0,0.25,0.425,0.5416666666666666,0.52,0.5306122448979592,0.5875422302259996,0.3984700088878605,1.095042140489943,0.4,4.0,11.0,12.0,13.0,28,40,logistic,0
baseline + side_adjusted,gc1s,logistic,"{""C"": 0.1}",0.5,0.16483516483516486,20.0,0.35,0.5,0.46153846153846156,0.48,0.5156230009439107,0.36286368222647597,0.9404517645797125,0.16483516483516486,1.0,6.0,7.0,6.0,20.0,0.25,0.55,0.6111111111111112,0.8461538461538461,0.7096774193548387,0.5156230009439107,0.36286368222647597,0.9404517645797125,0.16483516483516486,0.0,7.0,2.0,11.0,118,20,extra_trees,0
baseline + side_adjusted,gc1s,logistic,"{""C"": 1.0}",0.5,0.21978021978021983,20.0,0.3,0.4,0.15384615384615385,0.2222222222222222,0.5335717188926287,0.5063611939748995,1.5264397111081023,0.21978021978021983,4.0,3.0,11.0,2.0,20.0,0.25,0.3,0.45454545454545453,0.38461538461538464,0.4166666666666667,0.5335717188926287,0.5063611939748995,1.5264397111081023,0.21978021978021983,1.0,6.0,8.0,5.0,118,20,extra_trees,0
baseline + side_adjusted,gc1s,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0.5,0.23076923076923078,20.0,0.4,0.5333333333333333,0.6153846153846154,0.5714285714285714,0.5497527600736698,0.28151466894011445,0.7592337569360125,0.23076923076923078,0.0,7.0,5.0,8.0,20.0,0.25,0.65,0.65,1.0,0.7878787878787878,0.5497527600736698,0.28151466894011445,0.7592337569360125,0.23076923076923078,0.0,7.0,0.0,13.0,118,20,extra_trees,0
baseline + side_adjusted,gc1s,random_forest,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0.5,0.3076923076923077,20.0,0.4,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5770777854756183,0.27773858776133203,0.750907026245105,0.3076923076923077,1.0,6.0,6.0,7.0,20.0,0.25,0.65,0.65,1.0,0.7878787878787878,0.5770777854756183,0.27773858776133203,0.750907026245105,0.3076923076923077,0.0,7.0,0.0,13.0,118,20,extra_trees,0
baseline + side_adjusted,gc1s,extra_trees,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0.5,0.2967032967032967,20.0,0.4,0.5454545454545454,0.46153846153846156,0.5,0.5624922641593277,0.27181011361476404,0.737678600491129,0.2967032967032967,2.0,5.0,7.0,6.0,20.0,0.25,0.65,0.65,1.0,0.7878787878787878,0.5624922641593277,0.27181011361476404,0.737678600491129,0.2967032967032967,0.0,7.0,0.0,13.0,118,20,extra_trees,0
baseline + side_adjusted,gc1s,extra_trees,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0.5,0.4505494505494505,20.0,0.5,0.6363636363636364,0.5384615384615384,0.5833333333333334,0.6528297044967681,0.267527231324761,0.7291848529776332,0.4505494505494505,3.0,4.0,6.0,7.0,20.0,0.25,0.65,0.65,1.0,0.7878787878787878,0.6528297044967681,0.267527231324761,0.7291848529776332,0.4505494505494505,0.0,7.0,0.0,13.0,118,20,extra_trees,1
baseline + side_adjusted,gc1s,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_iter"": 120, ""max_leaf_nodes"": 7}",0.5,0.15384615384615385,20.0,0.4,0.5333333333333333,0.6153846153846154,0.5714285714285714,0.5077827642575201,0.40258039820661207,1.1001038424363367,0.15384615384615385,0.0,7.0,5.0,8.0,20.0,0.25,0.6,0.631578947368421,0.9230769230769231,0.75,0.5077827642575201,0.40258039820661207,1.1001038424363367,0.15384615384615385,0.0,7.0,1.0,12.0,118,20,extra_trees,0
baseline + side_adjusted,gc1s,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 120, ""max_leaf_nodes"": 15}",0.5,0.1208791208791209,20.0,0.35,0.5,0.5384615384615384,0.5185185185185185,0.4988666803414362,0.45133190103995036,1.327829196402505,0.1208791208791209,0.0,7.0,6.0,7.0,20.0,0.25,0.6,0.631578947368421,0.9230769230769231,0.75,0.4988666803414362,0.45133190103995036,1.327829196402505,0.1208791208791209,0.0,7.0,1.0,12.0,118,20,extra_trees,0
baseline + side_adjusted,gc1s,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0.5,0.4010989010989011,20.0,0.55,0.6111111111111112,0.8461538461538461,0.7096774193548387,0.6821747696747698,0.2720039780353362,0.7457939334653229,0.4010989010989011,0.0,7.0,2.0,11.0,20.0,0.25,0.65,0.65,1.0,0.7878787878787878,0.6821747696747698,0.2720039780353362,0.7457939334653229,0.4010989010989011,0.0,7.0,0.0,13.0,118,20,extra_trees,0
baseline + side_adjusted,gc1s,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0.5,0.29670329670329676,20.0,0.65,0.65,1.0,0.7878787878787878,0.5994942578920908,0.25892753262562895,0.7378836152774042,0.29670329670329676,0.0,7.0,0.0,13.0,20.0,0.25,0.65,0.65,1.0,0.7878787878787878,0.5994942578920908,0.25892753262562895,0.7378836152774042,0.29670329670329676,0.0,7.0,0.0,13.0,118,20,extra_trees,0
baseline + side_adjusted,si1s,logistic,"{""C"": 0.1}",0.5,0.5034562211981566,118.0,0.5,0.5185185185185185,0.6774193548387096,0.5874125874125874,0.6164487728492094,0.29106411719584874,0.790017184533185,0.5034562211981566,17.0,39.0,20.0,42.0,118.0,0.26,0.5423728813559322,0.5344827586206896,1.0,0.6966292134831461,0.6164487728492094,0.29106411719584874,0.790017184533185,0.5034562211981566,2.0,54.0,0.0,62.0,329,118,mlp,0
baseline + side_adjusted,si1s,logistic,"{""C"": 1.0}",0.5,0.484447004608295,118.0,0.4491525423728814,0.4782608695652174,0.532258064516129,0.5038167938931297,0.59766898470832,0.3343353328052502,0.923763915434777,0.484447004608295,20.0,36.0,29.0,33.0,118.0,0.25,0.5084745762711864,0.5181818181818182,0.9193548387096774,0.6627906976744186,0.59766898470832,0.3343353328052502,0.923763915434777,0.484447004608295,3.0,53.0,5.0,57.0,329,118,mlp,0
baseline + side_adjusted,si1s,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0.5,0.4570852534562212,118.0,0.4830508474576271,0.5072463768115942,0.5645161290322581,0.5343511450381679,0.5193301011900914,0.2560858354760116,0.7054185927336826,0.4570852534562212,22.0,34.0,27.0,35.0,118.0,0.25,0.5254237288135594,0.5254237288135594,1.0,0.6888888888888889,0.5193301011900914,0.2560858354760116,0.7054185927336826,0.4570852534562212,0.0,56.0,0.0,62.0,329,118,mlp,0
baseline + side_adjusted,si1s,random_forest,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0.5,0.4507488479262673,118.0,0.4661016949152542,0.4936708860759494,0.6290322580645161,0.5531914893617021,0.4971919723220832,0.2628092260916559,0.719452261350241,0.4507488479262673,16.0,40.0,23.0,39.0,118.0,0.25,0.5254237288135594,0.5254237288135594,1.0,0.6888888888888889,0.4971919723220832,0.2628092260916559,0.719452261350241,0.4507488479262673,0.0,56.0,0.0,62.0,329,118,mlp,0
baseline + side_adjusted,si1s,extra_trees,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0.5,0.5054723502304148,118.0,0.4745762711864407,0.5,0.532258064516129,0.515625,0.6146999320126366,0.25227079203321434,0.697709125205641,0.5054723502304148,23.0,33.0,29.0,33.0,118.0,0.25,0.5254237288135594,0.5254237288135594,1.0,0.6888888888888889,0.6146999320126366,0.25227079203321434,0.697709125205641,0.5054723502304148,0.0,56.0,0.0,62.0,329,118,mlp,0
baseline + side_adjusted,si1s,extra_trees,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0.5,0.4853110599078342,118.0,0.4406779661016949,0.47058823529411764,0.5161290322580645,0.49230769230769234,0.5684723800705563,0.25590801969689925,0.7051097648730481,0.4853110599078342,20.0,36.0,30.0,32.0,118.0,0.25,0.5254237288135594,0.5254237288135594,1.0,0.6888888888888889,0.5684723800705563,0.25590801969689925,0.7051097648730481,0.4853110599078342,0.0,56.0,0.0,62.0,329,118,mlp,0
baseline + side_adjusted,si1s,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_iter"": 120, ""max_leaf_nodes"": 7}",0.5,0.405241935483871,118.0,0.4152542372881356,0.4578313253012048,0.6129032258064516,0.5241379310344828,0.5118964390330809,0.2939884445841623,0.7891274146163648,0.405241935483871,11.0,45.0,24.0,38.0,118.0,0.25,0.5254237288135594,0.5258620689655172,0.9838709677419355,0.6853932584269663,0.5118964390330809,0.2939884445841623,0.7891274146163648,0.405241935483871,1.0,55.0,1.0,61.0,329,118,mlp,0
baseline + side_adjusted,si1s,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 120, ""max_leaf_nodes"": 15}",0.5,0.4472926267281106,118.0,0.4491525423728814,0.47619047619047616,0.4838709677419355,0.48,0.5742842756954346,0.30777913431927206,0.8350207991051916,0.4472926267281106,23.0,33.0,32.0,30.0,118.0,0.26,0.4406779661016949,0.47959183673469385,0.7580645161290323,0.5875,0.5742842756954346,0.30777913431927206,0.8350207991051916,0.4472926267281106,5.0,51.0,15.0,47.0,329,118,mlp,0
baseline + side_adjusted,si1s,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0.5,0.5057603686635945,118.0,0.4491525423728814,0.45161290322580644,0.22580645161290322,0.3010752688172043,0.5237789336738604,0.25187836168238503,0.6969075989027872,0.5057603686635945,39.0,17.0,48.0,14.0,118.0,0.41000000000000003,0.5847457627118644,0.5619047619047619,0.9516129032258065,0.7065868263473054,0.5237789336738604,0.25187836168238503,0.6969075989027872,0.5057603686635945,10.0,46.0,3.0,59.0,329,118,mlp,0
baseline + side_adjusted,si1s,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0.5,0.550979262672811,118.0,0.5932203389830508,0.5945945945945946,0.7096774193548387,0.6470588235294118,0.5599574796749989,0.26501500460840804,0.7336736884502724,0.550979262672811,26.0,30.0,18.0,44.0,118.0,0.27,0.5423728813559322,0.5357142857142857,0.967741935483871,0.6896551724137931,0.5599574796749989,0.26501500460840804,0.7336736884502724,0.550979262672811,4.0,52.0,2.0,60.0,329,118,mlp,1
baseline + side_adjusted,hg1s,logistic,"{""C"": 0.1}",0.5,0.45380281690140845,121.0,0.5041322314049587,0.5797101449275363,0.5633802816901409,0.5714285714285714,0.5424833846085768,0.3155441886377911,0.8865116422726224,0.45380281690140845,21.0,29.0,31.0,40.0,121.0,0.29,0.5702479338842975,0.5922330097087378,0.8591549295774648,0.7011494252873564,0.5424833846085768,0.3155441886377911,0.8865116422726224,0.45380281690140845,8.0,42.0,10.0,61.0,369,121,hist_gradient_boosting,0
baseline + side_adjusted,hg1s,logistic,"{""C"": 1.0}",0.5,0.4326760563380282,121.0,0.4628099173553719,0.5428571428571428,0.5352112676056338,0.5390070921985816,0.528785849518394,0.35515494166382233,1.1039291641678544,0.4326760563380282,18.0,32.0,33.0,38.0,121.0,0.3,0.5454545454545454,0.5851063829787234,0.7746478873239436,0.6666666666666666,0.528785849518394,0.35515494166382233,1.1039291641678544,0.4326760563380282,11.0,39.0,16.0,55.0,369,121,hist_gradient_boosting,0
baseline + side_adjusted,hg1s,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0.5,0.4704225352112676,121.0,0.5702479338842975,0.620253164556962,0.6901408450704225,0.6533333333333333,0.5527958567459444,0.2649344429550126,0.7253177495439477,0.4704225352112676,20.0,30.0,22.0,49.0,121.0,0.25,0.5867768595041323,0.5867768595041323,1.0,0.7395833333333334,0.5527958567459444,0.2649344429550126,0.7253177495439477,0.4704225352112676,0.0,50.0,0.0,71.0,369,121,hist_gradient_boosting,0
baseline + side_adjusted,hg1s,random_forest,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0.5,0.46450704225352113,121.0,0.512396694214876,0.59375,0.5352112676056338,0.562962962962963,0.5461431310356145,0.271194505115408,0.7393101247200239,0.46450704225352113,24.0,26.0,33.0,38.0,121.0,0.25,0.5785123966942148,0.5833333333333334,0.9859154929577465,0.7329842931937173,0.5461431310356145,0.271194505115408,0.7393101247200239,0.46450704225352113,0.0,50.0,1.0,70.0,369,121,hist_gradient_boosting,0
baseline + side_adjusted,hg1s,extra_trees,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0.5,0.4433802816901409,121.0,0.4628099173553719,0.546875,0.49295774647887325,0.5185185185185185,0.5534645631384019,0.2625805209807333,0.7190757266649076,0.4433802816901409,21.0,29.0,36.0,35.0,121.0,0.25,0.5867768595041323,0.5867768595041323,1.0,0.7395833333333334,0.5534645631384019,0.2625805209807333,0.7190757266649076,0.4433802816901409,0.0,50.0,0.0,71.0,369,121,hist_gradient_boosting,0
baseline + side_adjusted,hg1s,extra_trees,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0.5,0.4490140845070422,121.0,0.4297520661157025,0.5151515151515151,0.4788732394366197,0.49635036496350365,0.5558016722023127,0.2719053135722363,0.7404268597483494,0.4490140845070422,18.0,32.0,37.0,34.0,121.0,0.25,0.5867768595041323,0.5867768595041323,1.0,0.7395833333333334,0.5558016722023127,0.2719053135722363,0.7404268597483494,0.4490140845070422,0.0,50.0,0.0,71.0,369,121,hist_gradient_boosting,0
baseline + side_adjusted,hg1s,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_iter"": 120, ""max_leaf_nodes"": 7}",0.5,0.4709859154929577,121.0,0.48760330578512395,0.6,0.38028169014084506,0.46551724137931033,0.574850803710423,0.30747328521628425,0.8423147320978865,0.4709859154929577,32.0,18.0,44.0,27.0,121.0,0.25,0.512396694214876,0.5576923076923077,0.8169014084507042,0.6628571428571428,0.574850803710423,0.30747328521628425,0.8423147320978865,0.4709859154929577,4.0,46.0,13.0,58.0,369,121,hist_gradient_boosting,0
baseline + side_adjusted,hg1s,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 120, ""max_leaf_nodes"": 15}",0.5,0.5129577464788733,121.0,0.5206611570247934,0.6181818181818182,0.4788732394366197,0.5396825396825397,0.5875171986399165,0.3251909472983912,0.9492148242622904,0.5129577464788733,29.0,21.0,37.0,34.0,121.0,0.27,0.5619834710743802,0.6125,0.6901408450704225,0.6490066225165563,0.5875171986399165,0.3251909472983912,0.9492148242622904,0.5129577464788733,19.0,31.0,22.0,49.0,369,121,hist_gradient_boosting,1
baseline + side_adjusted,hg1s,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0.5,0.47830985915492963,121.0,0.48760330578512395,0.56,0.5915492957746479,0.5753424657534246,0.5892226723393256,0.27088587872625725,0.7399590888219553,0.47830985915492963,17.0,33.0,29.0,42.0,121.0,0.25,0.5537190082644629,0.5739130434782609,0.9295774647887324,0.7096774193548387,0.5892226723393256,0.27088587872625725,0.7399590888219553,0.47830985915492963,1.0,49.0,5.0,66.0,369,121,hist_gradient_boosting,0
baseline + side_adjusted,hg1s,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0.5,0.4726760563380281,121.0,0.49586776859504134,0.5833333333333334,0.49295774647887325,0.5343511450381679,0.555884618803813,0.2746188580827568,0.7514625428968299,0.4726760563380281,25.0,25.0,36.0,35.0,121.0,0.25,0.6115702479338843,0.6052631578947368,0.971830985915493,0.745945945945946,0.555884618803813,0.2746188580827568,0.7514625428968299,0.4726760563380281,5.0,45.0,2.0,69.0,369,121,hist_gradient_boosting,0
baseline + side_adjusted,pl1s,logistic,"{""C"": 0.1}",0.5,0.5253472222222223,108.0,0.5648148148148148,0.5263157894736842,0.20833333333333334,0.29850746268656714,0.4792397657718182,0.26817846298887527,0.7447367603124493,0.5253472222222223,51.0,9.0,38.0,10.0,108.0,0.25,0.4722222222222222,0.4470588235294118,0.7916666666666666,0.5714285714285714,0.4792397657718182,0.26817846298887527,0.7447367603124493,0.5253472222222223,13.0,47.0,10.0,38.0,335,108,extra_trees,0
baseline + side_adjusted,pl1s,logistic,"{""C"": 1.0}",0.5,0.5145833333333334,108.0,0.5277777777777778,0.4594594594594595,0.3541666666666667,0.4,0.5096289682199137,0.2746061663695572,0.7582086753828415,0.5145833333333334,40.0,20.0,31.0,17.0,108.0,0.25,0.46296296296296297,0.44047619047619047,0.7708333333333334,0.5606060606060606,0.5096289682199137,0.2746061663695572,0.7582086753828415,0.5145833333333334,13.0,47.0,11.0,37.0,335,108,extra_trees,0
baseline + side_adjusted,pl1s,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0.5,0.5947916666666667,108.0,0.5370370370370371,0.4,0.08333333333333333,0.13793103448275862,0.503811631610815,0.24411970260399624,0.6808879309872682,0.5947916666666667,54.0,6.0,44.0,4.0,108.0,0.33999999999999997,0.5370370370370371,0.48936170212765956,0.9583333333333334,0.647887323943662,0.503811631610815,0.24411970260399624,0.6808879309872682,0.5947916666666667,12.0,48.0,2.0,46.0,335,108,extra_trees,0
baseline + side_adjusted,pl1s,random_forest,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0.5,0.5625,108.0,0.5370370370370371,0.4444444444444444,0.16666666666666666,0.24242424242424243,0.4719033254031186,0.24808566483287608,0.6893152980053374,0.5625,50.0,10.0,40.0,8.0,108.0,0.35,0.5370370370370371,0.4880952380952381,0.8541666666666666,0.6212121212121212,0.4719033254031186,0.24808566483287608,0.6893152980053374,0.5625,17.0,43.0,7.0,41.0,335,108,extra_trees,0
