experiment,instrument,asset_class,family,params,is_selected_family,selected_threshold,validation_score,n_train,n_validation,n_test,oos_n,oos_threshold,oos_accuracy,oos_precision,oos_recall,oos_f1,oos_avg_precision,oos_brier,oos_log_loss,oos_roc_auc,oos_tn,oos_fp,oos_fn,oos_tp,oos_05_n,oos_05_threshold,oos_05_accuracy,oos_05_precision,oos_05_recall,oos_05_f1,oos_05_avg_precision,oos_05_brier,oos_05_log_loss,oos_05_roc_auc,oos_05_tn,oos_05_fp,oos_05_fn,oos_05_tp,baseline_n,baseline_threshold,baseline_accuracy,baseline_precision,baseline_recall,baseline_f1,baseline_avg_precision,baseline_brier,baseline_log_loss,baseline_roc_auc,baseline_tn,baseline_fp,baseline_fn,baseline_tp,baseline_mean_side_return,baseline_total_side_return,meta_trade_rate,meta_mean_side_return_when_taken,meta_total_side_return_when_taken
baseline + side_adjusted,pl1s,metals,logistic,"{""C"": 0.1}",0,0.25,0.5253472222222223,446,108,99,99.0,0.25,0.6868686868686869,0.6944444444444444,0.847457627118644,0.7633587786259542,0.7517917624527354,0.2535313275384788,0.7016779361094346,0.7063559322033899,18.0,22.0,9.0,50.0,99.0,0.5,0.5555555555555556,0.7419354838709677,0.3898305084745763,0.5111111111111111,0.7517917624527354,0.2535313275384788,0.7016779361094346,0.7063559322033899,32.0,8.0,36.0,23.0,99.0,0.5,0.5959595959595959,0.5959595959595959,1.0,0.7468354430379747,0.5959595959595959,0.40404040404040403,14.563092278431174,0.5,0.0,40.0,0.0,59.0,0.009960061121470368,0.9860460510255664,0.7272727272727273,0.01807344876037209,1.3012883107467905
baseline + side_adjusted,pl1s,metals,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0,0.33999999999999997,0.5947916666666667,446,108,99,99.0,0.33999999999999997,0.5858585858585859,0.5918367346938775,0.9830508474576272,0.7388535031847133,0.6513953184478332,0.25316818408135533,0.6995058366596615,0.5012711864406779,0.0,40.0,1.0,58.0,99.0,0.5,0.4444444444444444,0.5476190476190477,0.3898305084745763,0.45544554455445546,0.6513953184478332,0.25316818408135533,0.6995058366596615,0.5012711864406779,21.0,19.0,36.0,23.0,99.0,0.5,0.5959595959595959,0.5959595959595959,1.0,0.7468354430379747,0.5959595959595959,0.40404040404040403,14.563092278431174,0.5,0.0,40.0,0.0,59.0,0.009960061121470368,0.9860460510255664,0.98989898989899,0.00954935109617811,0.9358364074254548
baseline + side_adjusted,pl1s,metals,extra_trees,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",1,0.35,0.634375,446,108,99,99.0,0.35,0.5858585858585859,0.5918367346938775,0.9830508474576272,0.7388535031847133,0.687010673350572,0.25002678588474575,0.6932910513261562,0.5343220338983051,0.0,40.0,1.0,58.0,99.0,0.5,0.4444444444444444,0.5384615384615384,0.4745762711864407,0.5045045045045045,0.687010673350572,0.25002678588474575,0.6932910513261562,0.5343220338983051,16.0,24.0,31.0,28.0,99.0,0.5,0.5959595959595959,0.5959595959595959,1.0,0.7468354430379747,0.5959595959595959,0.40404040404040403,14.563092278431174,0.5,0.0,40.0,0.0,59.0,0.009960061121470368,0.9860460510255664,0.98989898989899,0.00954935109617811,0.9358364074254548
baseline + side_adjusted,pl1s,metals,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_iter"": 120, ""max_leaf_nodes"": 7}",0,0.32,0.603125,446,108,99,99.0,0.32,0.6262626262626263,0.6222222222222222,0.9491525423728814,0.7516778523489933,0.6658342207607704,0.24578831087372296,0.684394842883917,0.5669491525423729,6.0,34.0,3.0,56.0,99.0,0.5,0.5454545454545454,0.609375,0.6610169491525424,0.6341463414634146,0.6658342207607704,0.24578831087372296,0.684394842883917,0.5669491525423729,15.0,25.0,20.0,39.0,99.0,0.5,0.5959595959595959,0.5959595959595959,1.0,0.7468354430379747,0.5959595959595959,0.40404040404040403,14.563092278431174,0.5,0.0,40.0,0.0,59.0,0.009960061121470368,0.9860460510255664,0.9090909090909091,0.012922576158540849,1.1630318542686764
baseline + side_adjusted,pl1s,metals,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0,0.41000000000000003,0.5765625,446,108,99,99.0,0.41000000000000003,0.5858585858585859,0.5957446808510638,0.9491525423728814,0.7320261437908496,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,2.0,38.0,3.0,56.0,99.0,0.5,0.5555555555555556,0.5842696629213483,0.8813559322033898,0.7027027027027027,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,3.0,37.0,7.0,52.0,99.0,0.5,0.5959595959595959,0.5959595959595959,1.0,0.7468354430379747,0.5959595959595959,0.40404040404040403,14.563092278431174,0.5,0.0,40.0,0.0,59.0,0.009960061121470368,0.9860460510255664,0.9494949494949495,0.010354940380324628,0.9733643957505149
baseline + side_adjusted,pl1s,metals,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0,0.27,0.4996527777777778,446,108,99,99.0,0.27,0.5858585858585859,0.5918367346938775,0.9830508474576272,0.7388535031847133,0.5261271642191848,0.2878983691094072,0.8090919660176357,0.41355932203389834,0.0,40.0,1.0,58.0,99.0,0.5,0.5656565656565656,0.6,0.8135593220338984,0.6906474820143885,0.5261271642191848,0.2878983691094072,0.8090919660176357,0.41355932203389834,8.0,32.0,11.0,48.0,99.0,0.5,0.5959595959595959,0.5959595959595959,1.0,0.7468354430379747,0.5959595959595959,0.40404040404040403,14.563092278431174,0.5,0.0,40.0,0.0,59.0,0.009960061121470368,0.9860460510255664,0.98989898989899,0.00954935109617811,0.9358364074254548
+ signal_history,es1s,equity_index,logistic,"{""C"": 0.1}",0,0.31,0.5583916083916084,451,107,115,115.0,0.31,0.3739130434782609,0.4,0.8235294117647058,0.5384615384615384,0.4328067563055631,0.4275883375055943,1.2495139071329973,0.4411764705882353,1.0,63.0,9.0,42.0,115.0,0.5,0.4,0.41,0.803921568627451,0.543046357615894,0.4328067563055631,0.4275883375055943,1.2495139071329973,0.4411764705882353,5.0,59.0,10.0,41.0,115.0,0.5,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.4434782608695652,0.5565217391304348,20.059076668726064,0.5,0.0,64.0,0.0,51.0,-0.0005904185384137409,-0.0678981319175802,0.9130434782608695,-0.0029981294095990825,-0.31480358800790365
+ signal_history,es1s,equity_index,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0,0.32,0.5709790209790209,451,107,115,115.0,0.32,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.4524604780729585,0.2813484268820041,0.7575081168974852,0.41727941176470595,0.0,64.0,0.0,51.0,115.0,0.5,0.40869565217391307,0.4174757281553398,0.8431372549019608,0.5584415584415584,0.4524604780729585,0.2813484268820041,0.7575081168974852,0.41727941176470595,4.0,60.0,8.0,43.0,115.0,0.5,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.4434782608695652,0.5565217391304348,20.059076668726064,0.5,0.0,64.0,0.0,51.0,-0.0005904185384137409,-0.0678981319175802,1.0,-0.0005904185384137409,-0.0678981319175802
+ signal_history,es1s,equity_index,extra_trees,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",1,0.33,0.6069930069930071,451,107,115,115.0,0.33,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.4993480794897034,0.2804040440493853,0.754791448983567,0.4767156862745099,0.0,64.0,0.0,51.0,115.0,0.5,0.3565217391304348,0.37362637362637363,0.6666666666666666,0.4788732394366197,0.4993480794897034,0.2804040440493853,0.754791448983567,0.4767156862745099,7.0,57.0,17.0,34.0,115.0,0.5,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.4434782608695652,0.5565217391304348,20.059076668726064,0.5,0.0,64.0,0.0,51.0,-0.0005904185384137409,-0.0678981319175802,1.0,-0.0005904185384137409,-0.0678981319175802
+ signal_history,es1s,equity_index,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_iter"": 120, ""max_leaf_nodes"": 7}",0,0.25,0.5807692307692307,451,107,115,115.0,0.25,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.4752975709173392,0.3651918965159284,0.9762382126764619,0.41268382352941174,0.0,64.0,0.0,51.0,115.0,0.5,0.40869565217391307,0.41414141414141414,0.803921568627451,0.5466666666666666,0.4752975709173392,0.3651918965159284,0.9762382126764619,0.41268382352941174,6.0,58.0,10.0,41.0,115.0,0.5,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.4434782608695652,0.5565217391304348,20.059076668726064,0.5,0.0,64.0,0.0,51.0,-0.0005904185384137409,-0.0678981319175802,1.0,-0.0005904185384137409,-0.0678981319175802
+ signal_history,es1s,equity_index,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0,0.43,0.6017482517482518,451,107,115,115.0,0.43,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.5110138683028709,0.3083196222986179,0.8164925218940685,0.47977941176470584,0.0,64.0,0.0,51.0,115.0,0.5,0.40869565217391307,0.42342342342342343,0.9215686274509803,0.5802469135802469,0.5110138683028709,0.3083196222986179,0.8164925218940685,0.47977941176470584,0.0,64.0,4.0,47.0,115.0,0.5,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.4434782608695652,0.5565217391304348,20.059076668726064,0.5,0.0,64.0,0.0,51.0,-0.0005904185384137409,-0.0678981319175802,1.0,-0.0005904185384137409,-0.0678981319175802
+ signal_history,es1s,equity_index,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0,0.28,0.5706293706293706,451,107,115,115.0,0.28,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.5425628211239464,0.31746128649121524,0.8483565026540069,0.48866421568627444,0.0,64.0,0.0,51.0,115.0,0.5,0.4260869565217391,0.42718446601941745,0.8627450980392157,0.5714285714285714,0.5425628211239464,0.31746128649121524,0.8483565026540069,0.48866421568627444,5.0,59.0,7.0,44.0,115.0,0.5,0.4434782608695652,0.4434782608695652,1.0,0.6144578313253012,0.4434782608695652,0.5565217391304348,20.059076668726064,0.5,0.0,64.0,0.0,51.0,-0.0005904185384137409,-0.0678981319175802,1.0,-0.0005904185384137409,-0.0678981319175802
+ signal_history,nq1s,equity_index,logistic,"{""C"": 0.1}",0,0.3,0.5599547511312217,476,120,118,118.0,0.3,0.559322033898305,0.5625,0.9545454545454546,0.7078651685393258,0.4894451890363027,0.36215699406929514,0.99821106663701,0.3269230769230769,3.0,49.0,3.0,63.0,118.0,0.5,0.3898305084745763,0.4666666666666667,0.6363636363636364,0.5384615384615384,0.4894451890363027,0.36215699406929514,0.99821106663701,0.3269230769230769,4.0,48.0,24.0,42.0,118.0,0.5,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.559322033898305,0.4406779661016949,15.883643866390612,0.5,0.0,52.0,0.0,66.0,0.004031760368745098,0.4757477235119216,0.9491525423728814,0.003963533605070428,0.4439157637678879
+ signal_history,nq1s,equity_index,random_forest,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0,0.32,0.5299773755656109,476,120,118,118.0,0.32,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.456560600719758,0.28685381645624347,0.7777356843241408,0.33712121212121215,0.0,52.0,0.0,66.0,118.0,0.5,0.5254237288135594,0.5471698113207547,0.8787878787878788,0.6744186046511628,0.456560600719758,0.28685381645624347,0.7777356843241408,0.33712121212121215,4.0,48.0,8.0,58.0,118.0,0.5,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.559322033898305,0.4406779661016949,15.883643866390612,0.5,0.0,52.0,0.0,66.0,0.004031760368745098,0.4757477235119216,1.0,0.004031760368745098,0.4757477235119216
+ signal_history,nq1s,equity_index,extra_trees,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0,0.31,0.5118778280542986,476,120,118,118.0,0.31,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.4689221452972226,0.308552563493008,0.816781666934457,0.324009324009324,0.0,52.0,0.0,66.0,118.0,0.5,0.3474576271186441,0.4266666666666667,0.48484848484848486,0.45390070921985815,0.4689221452972226,0.308552563493008,0.816781666934457,0.324009324009324,9.0,43.0,34.0,32.0,118.0,0.5,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.559322033898305,0.4406779661016949,15.883643866390612,0.5,0.0,52.0,0.0,66.0,0.004031760368745098,0.4757477235119216,1.0,0.004031760368745098,0.4757477235119216
+ signal_history,nq1s,equity_index,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 120, ""max_leaf_nodes"": 15}",1,0.33,0.5715497737556561,476,120,118,118.0,0.33,0.5254237288135594,0.5446428571428571,0.9242424242424242,0.6853932584269663,0.5396163188487308,0.3543057001217194,1.0737780532514396,0.4519230769230769,1.0,51.0,5.0,61.0,118.0,0.5,0.5169491525423728,0.5420560747663551,0.8787878787878788,0.6705202312138728,0.5396163188487308,0.3543057001217194,1.0737780532514396,0.4519230769230769,3.0,49.0,8.0,58.0,118.0,0.5,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.559322033898305,0.4406779661016949,15.883643866390612,0.5,0.0,52.0,0.0,66.0,0.004031760368745098,0.4757477235119216,0.9491525423728814,0.002862857845474958,0.32064007869319533
+ signal_history,nq1s,equity_index,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0,0.25,0.5295531674208145,476,120,118,118.0,0.25,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.546125960872276,0.3028169547685967,0.817448005505143,0.4045745920745921,0.0,52.0,0.0,66.0,118.0,0.5,0.5,0.5321100917431193,0.8787878787878788,0.6628571428571428,0.546125960872276,0.3028169547685967,0.817448005505143,0.4045745920745921,1.0,51.0,8.0,58.0,118.0,0.5,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.559322033898305,0.4406779661016949,15.883643866390612,0.5,0.0,52.0,0.0,66.0,0.004031760368745098,0.4757477235119216,1.0,0.004031760368745098,0.4757477235119216
+ signal_history,nq1s,equity_index,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0,0.25,0.5008484162895928,476,120,118,118.0,0.25,0.5677966101694916,0.5641025641025641,1.0,0.7213114754098361,0.5493580790951499,0.34403311658431995,1.033539543728641,0.4201631701631701,1.0,51.0,0.0,66.0,118.0,0.5,0.5423728813559322,0.5576923076923077,0.8787878787878788,0.6823529411764706,0.5493580790951499,0.34403311658431995,1.033539543728641,0.4201631701631701,6.0,46.0,8.0,58.0,118.0,0.5,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.559322033898305,0.4406779661016949,15.883643866390612,0.5,0.0,52.0,0.0,66.0,0.004031760368745098,0.4757477235119216,0.9915254237288136,0.004365819542906315,0.5108008865200389
+ signal_history,fesx1s,equity_index,logistic,"{""C"": 1.0}",0,0.25,0.5478995901639344,505,125,123,123.0,0.25,0.5772357723577236,0.5925925925925926,0.7164179104477612,0.6486486486486487,0.5858319652283781,0.3166904990653077,0.9917498523910848,0.5682302771855011,23.0,33.0,19.0,48.0,123.0,0.5,0.5528455284552846,0.6153846153846154,0.47761194029850745,0.5378151260504201,0.5858319652283781,0.3166904990653077,0.9917498523910848,0.5682302771855011,36.0,20.0,35.0,32.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,0.6585365853658537,0.005299274417089519,0.429241227784251
+ signal_history,fesx1s,equity_index,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0,0.37,0.5755635245901639,505,125,123,123.0,0.37,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5056036367960156,0.26236097544286713,0.7183454484851433,0.40405117270788915,0.0,56.0,0.0,67.0,123.0,0.5,0.43089430894308944,0.4788732394366197,0.5074626865671642,0.4927536231884058,0.5056036367960156,0.26236097544286713,0.7183454484851433,0.40405117270788915,19.0,37.0,33.0,34.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,1.0,0.0022420589760497336,0.27577325405411723
+ signal_history,fesx1s,equity_index,extra_trees,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",1,0.42000000000000004,0.6352459016393442,505,125,123,123.0,0.42000000000000004,0.4878048780487805,0.5227272727272727,0.6865671641791045,0.5935483870967742,0.49091609856161045,0.2872052970116694,0.7715248388883408,0.4128464818763326,14.0,42.0,21.0,46.0,123.0,0.5,0.44715447154471544,0.4915254237288136,0.43283582089552236,0.4603174603174603,0.49091609856161045,0.2872052970116694,0.7715248388883408,0.4128464818763326,26.0,30.0,38.0,29.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,0.7154471544715447,0.0013280032372658087,0.11686428487939116
+ signal_history,fesx1s,equity_index,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.05, ""max_iter"": 120, ""max_leaf_nodes"": 15}",0,0.25,0.5819672131147541,505,125,123,123.0,0.25,0.5203252032520326,0.5392156862745098,0.8208955223880597,0.650887573964497,0.5189514927158562,0.3712415248190942,1.0252856215386792,0.39845415778251597,9.0,47.0,12.0,55.0,123.0,0.5,0.3902439024390244,0.4473684210526316,0.5074626865671642,0.4755244755244755,0.5189514927158562,0.3712415248190942,1.0252856215386792,0.39845415778251597,14.0,42.0,33.0,34.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,0.8292682926829268,0.002564526138385014,0.26158166611527145
+ signal_history,fesx1s,equity_index,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0,0.41000000000000003,0.5213883196721312,505,125,123,123.0,0.41000000000000003,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5587513457142947,0.2641819595198048,0.7236207424531209,0.49853411513859275,0.0,56.0,0.0,67.0,123.0,0.5,0.4878048780487805,0.5294117647058824,0.5373134328358209,0.5333333333333333,0.5587513457142947,0.2641819595198048,0.7236207424531209,0.49853411513859275,24.0,32.0,31.0,36.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,1.0,0.0022420589760497336,0.27577325405411723
+ signal_history,fesx1s,equity_index,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0,0.29,0.6147540983606558,505,125,123,123.0,0.29,0.5203252032520326,0.5350877192982456,0.9104477611940298,0.6740331491712708,0.5394899885010687,0.2817196636314129,0.7690287863427362,0.45682302771855005,3.0,53.0,6.0,61.0,123.0,0.5,0.4796747967479675,0.5205479452054794,0.5671641791044776,0.5428571428571428,0.5394899885010687,0.2817196636314129,0.7690287863427362,0.45682302771855005,21.0,35.0,29.0,38.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,0.926829268292683,0.0012554653534650588,0.1431230502950167
+ signal_history,cl1s,energy,logistic,"{""C"": 0.1}",0,0.25,0.3431603773584906,329,101,83,83.0,0.25,0.7951807228915663,0.8024691358024691,0.9848484848484849,0.8843537414965986,0.8743911493057261,0.2114243724432836,0.6023714239652387,0.6051693404634582,1.0,16.0,1.0,65.0,83.0,0.5,0.6265060240963856,0.8070175438596491,0.696969696969697,0.7479674796747967,0.8743911493057261,0.2114243724432836,0.6023714239652387,0.6051693404634582,6.0,11.0,20.0,46.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7951807228915663,0.20481927710843373,7.382435031505923,0.5,0.0,17.0,0.0,66.0,0.03050466459975705,2.531887161779835,0.9759036144578314,0.03090494277632605,2.50330036488241
+ signal_history,cl1s,energy,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0,0.25,0.6289308176100629,329,101,83,83.0,0.25,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.8255020536669606,0.17457376488808038,0.5341396752432158,0.5338680926916222,0.0,17.0,0.0,66.0,83.0,0.5,0.7951807228915663,0.8024691358024691,0.9848484848484849,0.8843537414965986,0.8255020536669606,0.17457376488808038,0.5341396752432158,0.5338680926916222,1.0,16.0,1.0,65.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7951807228915663,0.20481927710843373,7.382435031505923,0.5,0.0,17.0,0.0,66.0,0.03050466459975705,2.531887161779835,1.0,0.03050466459975705,2.531887161779835
+ signal_history,cl1s,energy,extra_trees,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0,0.45999999999999996,0.5687893081761006,329,101,83,83.0,0.45999999999999996,0.7951807228915663,0.810126582278481,0.9696969696969697,0.8827586206896552,0.7948321296409501,0.22046533821195516,0.6333742568575849,0.5035650623885919,2.0,15.0,2.0,64.0,83.0,0.5,0.7590361445783133,0.8108108108108109,0.9090909090909091,0.8571428571428571,0.7948321296409501,0.22046533821195516,0.6333742568575849,0.5035650623885919,3.0,14.0,6.0,60.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7951807228915663,0.20481927710843373,7.382435031505923,0.5,0.0,17.0,0.0,66.0,0.03050466459975705,2.531887161779835,0.9518072289156626,0.03202819437637834,2.530227355733889
+ signal_history,cl1s,energy,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_iter"": 120, ""max_leaf_nodes"": 7}",0,0.33,0.6379716981132075,329,101,83,83.0,0.33,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.8285015802957831,0.1782741715870762,0.5883532547789223,0.5289661319073085,0.0,17.0,0.0,66.0,83.0,0.5,0.7831325301204819,0.7926829268292683,0.9848484848484849,0.8783783783783784,0.8285015802957831,0.1782741715870762,0.5883532547789223,0.5289661319073085,0.0,17.0,1.0,65.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7951807228915663,0.20481927710843373,7.382435031505923,0.5,0.0,17.0,0.0,66.0,0.03050466459975705,2.531887161779835,1.0,0.03050466459975705,2.531887161779835
+ signal_history,cl1s,energy,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",1,0.52,0.6853380503144654,329,101,83,83.0,0.52,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7778949581780767,0.171102695600019,0.5340049024450323,0.44028520499108736,0.0,17.0,0.0,66.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7778949581780767,0.171102695600019,0.5340049024450323,0.44028520499108736,0.0,17.0,0.0,66.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7951807228915663,0.20481927710843373,7.382435031505923,0.5,0.0,17.0,0.0,66.0,0.03050466459975705,2.531887161779835,1.0,0.03050466459975705,2.531887161779835
+ signal_history,cl1s,energy,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0,0.25,0.6057389937106917,329,101,83,83.0,0.25,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.8710843277089626,0.1646431594221751,0.5045836838042245,0.6149732620320856,0.0,17.0,0.0,66.0,83.0,0.5,0.7951807228915663,0.8181818181818182,0.9545454545454546,0.8811188811188811,0.8710843277089626,0.1646431594221751,0.5045836838042245,0.6149732620320856,3.0,14.0,3.0,63.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7951807228915663,0.20481927710843373,7.382435031505923,0.5,0.0,17.0,0.0,66.0,0.03050466459975705,2.531887161779835,1.0,0.03050466459975705,2.531887161779835
+ signal_history,ho1s,energy,logistic,"{""C"": 1.0}",0,0.43,0.5686274509803921,57,23,2,2.0,0.43,1.0,0.0,0.0,0.0,,0.008799987686742967,0.08213015859105141,,2.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,,0.008799987686742967,0.08213015859105141,,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,,1.0,36.04365338911715,,0.0,2.0,0.0,0.0,-0.07496858308874121,-0.14993716617748243,0.0,,0.0
+ signal_history,ho1s,energy,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0,0.43,0.6862745098039216,57,23,2,2.0,0.43,0.0,0.0,0.0,0.0,,0.2584686059389705,0.7100861198161512,,0.0,2.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,,0.2584686059389705,0.7100861198161512,,0.0,2.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,,1.0,36.04365338911715,,0.0,2.0,0.0,0.0,-0.07496858308874121,-0.14993716617748243,1.0,-0.07496858308874121,-0.14993716617748243
+ signal_history,ho1s,energy,extra_trees,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0,0.25,0.6568627450980391,57,23,2,2.0,0.25,0.0,0.0,0.0,0.0,,0.16991178873839433,0.5313534640601931,,0.0,2.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,,0.16991178873839433,0.5313534640601931,,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,,1.0,36.04365338911715,,0.0,2.0,0.0,0.0,-0.07496858308874121,-0.14993716617748243,1.0,-0.07496858308874121,-0.14993716617748243
+ signal_history,ho1s,energy,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_iter"": 120, ""max_leaf_nodes"": 7}",0,0.25,0.5,57,23,2,2.0,0.25,0.0,0.0,0.0,0.0,,0.20928245442591004,0.6101016450838828,,0.0,2.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,,0.20928245442591004,0.6101016450838828,,1.0,1.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,,1.0,36.04365338911715,,0.0,2.0,0.0,0.0,-0.07496858308874121,-0.14993716617748243,1.0,-0.07496858308874121,-0.14993716617748243
+ signal_history,ho1s,energy,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",1,0.41000000000000003,0.8284313725490196,57,23,2,2.0,0.41000000000000003,1.0,0.0,0.0,0.0,,0.10661806378226317,0.39499793523525095,,2.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,0.0,,0.10661806378226317,0.39499793523525095,,2.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,,1.0,36.04365338911715,,0.0,2.0,0.0,0.0,-0.07496858308874121,-0.14993716617748243,0.0,,0.0
