experiment,instrument,asset_class,family,params,is_selected_family,selected_threshold,validation_score,n_train,n_validation,n_test,oos_n,oos_threshold,oos_accuracy,oos_precision,oos_recall,oos_f1,oos_avg_precision,oos_brier,oos_log_loss,oos_roc_auc,oos_tn,oos_fp,oos_fn,oos_tp,oos_05_n,oos_05_threshold,oos_05_accuracy,oos_05_precision,oos_05_recall,oos_05_f1,oos_05_avg_precision,oos_05_brier,oos_05_log_loss,oos_05_roc_auc,oos_05_tn,oos_05_fp,oos_05_fn,oos_05_tp,baseline_n,baseline_threshold,baseline_accuracy,baseline_precision,baseline_recall,baseline_f1,baseline_avg_precision,baseline_brier,baseline_log_loss,baseline_roc_auc,baseline_tn,baseline_fp,baseline_fn,baseline_tp,baseline_mean_side_return,baseline_total_side_return,meta_trade_rate,meta_mean_side_return_when_taken,meta_total_side_return_when_taken
baseline,nq1s,equity_index,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0,0.25,0.40229072398190047,476,120,118,118.0,0.25,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.5090598623406564,0.3308426942008798,0.8930582680421563,0.36101398601398604,0.0,52.0,0.0,66.0,118.0,0.5,0.5084745762711864,0.5363636363636364,0.8939393939393939,0.6704545454545454,0.5090598623406564,0.3308426942008798,0.8930582680421563,0.36101398601398604,1.0,51.0,7.0,59.0,118.0,0.5,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.559322033898305,0.4406779661016949,15.883643866390612,0.5,0.0,52.0,0.0,66.0,0.004031760368745098,0.4757477235119216,1.0,0.004031760368745098,0.4757477235119216
baseline,nq1s,equity_index,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0,0.42000000000000004,0.42081447963800905,476,120,118,118.0,0.42000000000000004,0.5423728813559322,0.5517241379310345,0.9696969696969697,0.7032967032967034,0.5975793564674614,0.31915930433716977,0.9032541355230391,0.49796037296037293,0.0,52.0,2.0,64.0,118.0,0.5,0.5677966101694916,0.5675675675675675,0.9545454545454546,0.711864406779661,0.5975793564674614,0.31915930433716977,0.9032541355230391,0.49796037296037293,4.0,48.0,3.0,63.0,118.0,0.5,0.559322033898305,0.559322033898305,1.0,0.717391304347826,0.559322033898305,0.4406779661016949,15.883643866390612,0.5,0.0,52.0,0.0,66.0,0.004031760368745098,0.4757477235119216,0.9830508474576272,0.0034525658180069164,0.4004976348888023
baseline,fesx1s,equity_index,logistic,"{""C"": 1.0}",0,0.27,0.6001536885245902,505,125,123,123.0,0.27,0.5772357723577236,0.5925925925925926,0.7164179104477612,0.6486486486486487,0.5855805506177083,0.3100557078706227,0.8995393928976361,0.5714285714285715,23.0,33.0,19.0,48.0,123.0,0.5,0.5447154471544715,0.6078431372549019,0.4626865671641791,0.5254237288135594,0.5855805506177083,0.3100557078706227,0.8995393928976361,0.5714285714285715,36.0,20.0,36.0,31.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,0.6585365853658537,0.005231522107020079,0.42375329066862644
baseline,fesx1s,equity_index,random_forest,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",0,0.38,0.5655737704918032,505,125,123,123.0,0.38,0.4878048780487805,0.5172413793103449,0.8955223880597015,0.6557377049180327,0.4924168142785835,0.2723019150510989,0.7397296219430723,0.3981876332622602,0.0,56.0,7.0,60.0,123.0,0.5,0.43902439024390244,0.48484848484848486,0.47761194029850745,0.48120300751879697,0.4924168142785835,0.2723019150510989,0.7397296219430723,0.3981876332622602,22.0,34.0,35.0,32.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,0.943089430894309,0.0005067233362854048,0.05877990700910696
baseline,fesx1s,equity_index,extra_trees,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 300}",1,0.41000000000000003,0.6454918032786885,505,125,123,123.0,0.41000000000000003,0.5121951219512195,0.5402298850574713,0.7014925373134329,0.6103896103896104,0.5301089388800678,0.28704893511734403,0.7714730251274287,0.4373667377398721,16.0,40.0,20.0,47.0,123.0,0.5,0.42276422764227645,0.46296296296296297,0.373134328358209,0.4132231404958678,0.5301089388800678,0.28704893511734403,0.7714730251274287,0.4373667377398721,27.0,29.0,42.0,25.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,0.7073170731707317,0.0021017872153625355,0.1828554877365406
baseline,fesx1s,equity_index,hist_gradient_boosting,"{""l2_regularization"": 0.1, ""learning_rate"": 0.03, ""max_iter"": 120, ""max_leaf_nodes"": 7}",0,0.3,0.6078381147540983,505,125,123,123.0,0.3,0.5203252032520326,0.5350877192982456,0.9104477611940298,0.6740331491712708,0.49354295598553244,0.30891867280749513,0.821782882400309,0.36140724946695096,3.0,53.0,6.0,61.0,123.0,0.5,0.43902439024390244,0.4857142857142857,0.5074626865671642,0.49635036496350365,0.49354295598553244,0.30891867280749513,0.821782882400309,0.36140724946695096,20.0,36.0,33.0,34.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,0.926829268292683,0.0019676076693492016,0.224307274305809
baseline,fesx1s,equity_index,adaboost,"{""learning_rate"": 0.05, ""n_estimators"": 120}",0,0.41000000000000003,0.5213883196721312,505,125,123,123.0,0.41000000000000003,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5587513457142947,0.2641819595198048,0.7236207424531209,0.49853411513859275,0.0,56.0,0.0,67.0,123.0,0.5,0.4878048780487805,0.5294117647058824,0.5373134328358209,0.5333333333333333,0.5587513457142947,0.2641819595198048,0.7236207424531209,0.49853411513859275,24.0,32.0,31.0,36.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,1.0,0.0022420589760497336,0.27577325405411723
baseline,fesx1s,equity_index,mlp,"{""alpha"": 0.001, ""hidden_layer_sizes"": [24], ""learning_rate_init"": 0.001}",0,0.35,0.5412397540983606,505,125,123,123.0,0.35,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.6309248399082928,0.263385514662213,0.7243771972229819,0.539179104477612,0.0,56.0,0.0,67.0,123.0,0.5,0.5121951219512195,0.5339805825242718,0.8208955223880597,0.6470588235294118,0.6309248399082928,0.263385514662213,0.7243771972229819,0.539179104477612,8.0,48.0,12.0,55.0,123.0,0.5,0.5447154471544715,0.5447154471544715,1.0,0.7052631578947368,0.5447154471544715,0.45528455284552843,16.410118616183418,0.5,0.0,56.0,0.0,67.0,0.0022420589760497336,0.27577325405411723,1.0,0.0022420589760497336,0.27577325405411723
baseline,cl1s,energy,logistic,"{""C"": 0.1}",0,0.25,0.30070754716981135,329,101,83,83.0,0.25,0.7831325301204819,0.8,0.9696969696969697,0.8767123287671232,0.9190479729391369,0.18078208852886968,0.5390330494799502,0.7005347593582888,1.0,16.0,2.0,64.0,83.0,0.5,0.7228915662650602,0.8115942028985508,0.8484848484848485,0.8296296296296296,0.9190479729391369,0.18078208852886968,0.5390330494799502,0.7005347593582888,4.0,13.0,10.0,56.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7951807228915663,0.20481927710843373,7.382435031505923,0.5,0.0,17.0,0.0,66.0,0.03050466459975705,2.531887161779835,0.963855421686747,0.030352959440711612,2.428236755256929
baseline,cl1s,energy,random_forest,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",1,0.25,0.48309748427672955,329,101,83,83.0,0.25,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.8545692442522002,0.17406024503202175,0.5324455130588254,0.6007130124777184,0.0,17.0,0.0,66.0,83.0,0.5,0.7951807228915663,0.8024691358024691,0.9848484848484849,0.8843537414965986,0.8545692442522002,0.17406024503202175,0.5324455130588254,0.6007130124777184,1.0,16.0,1.0,65.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7951807228915663,0.20481927710843373,7.382435031505923,0.5,0.0,17.0,0.0,66.0,0.03050466459975705,2.531887161779835,1.0,0.03050466459975705,2.531887161779835
baseline,cl1s,energy,extra_trees,"{""max_depth"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""n_estimators"": 300}",0,0.25,0.43474842767295596,329,101,83,83.0,0.25,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.8086408034352396,0.23248578334078931,0.658008714579025,0.5704099821746881,0.0,17.0,0.0,66.0,83.0,0.5,0.7108433734939759,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8086408034352396,0.23248578334078931,0.658008714579025,0.5704099821746881,5.0,12.0,12.0,54.0,83.0,0.5,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.7951807228915663,0.20481927710843373,7.382435031505923,0.5,0.0,17.0,0.0,66.0,0.03050466459975705,2.531887161779835,1.0,0.03050466459975705,2.531887161779835
